6421,1,0,125,0049585,O,1993-04-01 00:00:00.000,1994-04-01 00:00:00.000,1995-04-01 00:00:00.000,.00,.00,1.00,.00
120020,0,NULL,125,0039057,O,2001-07-02 00:00:00.000,1999-09-30 00:00:00.000,2000-09-30 00:00:00.000,.00,.00,3.00,.00
120020,0,NULL,125,0039373,R,2000-12-12 00:00:00.000,1999-09-30 00:00:00.000,2000-09-30 00:00:00.000,.00,13771.90,1.00,67621.00
701355,0,NULL,261,0000454,O,2001-10-23 00:00:00.000,2003-02-01 00:00:00.000,2004-02-01 00:00:00.000,.00,9389.04,1.00,8174.00
800522,0,NULL,261,0000099,O,2001-08-22 00:00:00.000,2002-08-22 00:00:00.000,2003-08-22 00:00:00.000,900000.00,64488.84,.00,10543.00
800709,0,NULL,261,0000229,O,2001-10-24 00:00:00.000,2002-10-16 00:00:00.000,2003-10-16 00:00:00.000,.00,42795.33,75000.00,6154.00
801459,0,NULL,125,0051297,O,2001-05-19 00:00:00.000,2003-06-30 00:00:00.000,2004-06-30 00:00:00.000,.00,.00,1.00,.00
